,day_of_week,schedule,language,comment,church_name,church_address
11,2.0,12:10 PM - 1:10 PM,English,,Minor Basilica of the Immaculate Conception (Manila Cathedral),"Cabildo corner Beaterio Sts., Intramuros, Manila City, Metro Manila"
12,1.0,12:10 PM - 1:10 PM,English,,Minor Basilica of the Immaculate Conception (Manila Cathedral),"Cabildo corner Beaterio Sts., Intramuros, Manila City, Metro Manila"
13,6.0,6:00 PM - 7:00 PM,English,,Minor Basilica of the Immaculate Conception (Manila Cathedral),"Cabildo corner Beaterio Sts., Intramuros, Manila City, Metro Manila"
0,6.0,9:00 AM - 10:00 AM,English,,Most Blessed Sacrament Chapel,"2nd Floor, La Salle Hall, De La Salle University, 2401 Taft Ave., Manila City, Metro Manila"
0,6.0,5:00 AM - 6:00 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
1,5.0,6:30 AM - 7:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
2,4.0,6:30 AM - 7:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
3,3.0,6:30 AM - 7:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
4,2.0,6:30 AM - 7:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
5,1.0,6:30 AM - 7:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
6,0.0,6:30 AM - 07:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
7,6.0,6:25 AM - 7:25 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
8,5.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
9,4.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
10,3.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
11,2.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
12,1.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
13,0.0,6:00 PM - 07:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
14,6.0,7:50 AM - 8:50 AM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
15,6.0,9:15 AM - 10:15 AM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
16,6.0,10:30 AM - 11:30 AM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
17,6.0,12:30 PM - 1:30 PM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
18,6.0,3:00 PM - 4:00 PM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
19,6.0,4:30 PM - 5:30 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
20,6.0,6:00 PM - 7:00 PM,,FB Live,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
21,6.0,7:15 PM - 8:15 PM,,,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,Tagalog,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
1,5.0,6:30 AM - 7:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
2,4.0,6:30 AM - 7:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
3,3.0,6:30 AM - 7:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
4,2.0,6:30 AM - 7:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
5,1.0,6:30 AM - 7:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
6,0.0,6:30 AM - 07:30 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
7,6.0,7:30 AM - 8:30 AM,Tagalog,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
8,5.0,6:30 PM - 7:30 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
9,4.0,6:30 PM - 7:30 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
10,3.0,6:30 PM - 7:30 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
11,2.0,6:30 PM - 7:30 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
12,1.0,6:30 PM - 7:30 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
13,0.0,6:30 PM - 07:30 PM,English,"Anticipated Mass, FB Live",National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
14,6.0,9:00 AM - 10:00 AM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
15,6.0,10:30 AM - 11:30 AM,English,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
16,6.0,3:00 PM - 4:00 PM,Tagalog,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
17,6.0,4:30 PM - 5:30 PM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
18,6.0,6:00 PM - 7:00 PM,Tagalog,FB Live,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
19,6.0,7:30 PM - 8:30 PM,English,,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,Tagalog,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
1,5.0,6:30 AM - 7:30 AM,,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
2,4.0,6:30 AM - 7:30 AM,,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
3,3.0,6:30 AM - 7:30 AM,,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
4,2.0,5:00 AM - 6:00 AM,Tagalog,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
5,1.0,6:30 AM - 7:30 AM,,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
6,0.0,6:30 AM - 07:30 AM,,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
7,6.0,8:00 AM - 9:00 AM,English,"FB Live, Healing Rosary at 8AM",National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
8,5.0,6:00 PM - 7:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
9,4.0,6:00 PM - 7:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
10,3.0,12:00 PM - 1:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
11,2.0,6:00 AM - 7:00 AM,English,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
12,1.0,6:00 PM - 7:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
13,0.0,6:00 PM - 07:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
14,6.0,10:00 AM - 11:00 AM,English,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
15,3.0,6:00 PM - 7:00 PM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
16,2.0,7:00 AM - 8:00 AM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
17,6.0,4:00 PM - 5:00 PM,Tagalog,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
18,2.0,8:00 AM - 9:00 AM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
19,6.0,5:00 PM - 6:00 PM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
20,2.0,10:00 AM - 11:00 AM,,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
21,6.0,6:00 PM - 7:00 PM,English,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
22,2.0,12:00 PM - 1:00 PM,English,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
23,2.0,2:00 PM - 3:00 PM,Tagalog,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
24,2.0,5:00 PM - 6:00 PM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
25,2.0,6:00 PM - 7:00 PM,English,FB Live,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
26,2.0,7:00 PM - 8:00 PM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
27,2.0,8:00 PM - 9:00 PM,English,,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila"
0,6.0,7:00 AM - 8:00 AM,,Confirmation,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
1,5.0,6:30 AM - 7:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
2,4.0,6:30 AM - 7:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
3,3.0,6:30 AM - 7:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
4,2.0,6:30 AM - 7:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
5,1.0,6:30 AM - 7:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
6,0.0,6:30 AM - 07:30 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
7,6.0,10:00 AM - 11:00 AM,Tagalog,,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
8,6.0,3:00 PM - 4:00 PM,,Children's Mass,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
9,6.0,5:30 PM - 6:30 PM,Tagalog,FB Live,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila"
0,6.0,7:00 AM - 8:00 AM,,,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila"
1,0.0,7:00 AM - 08:00 AM,,,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila"
2,6.0,9:30 AM - 10:30 AM,,FB Live,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila"
3,0.0,5:00 PM - 06:00 PM,,Anticipated Mass,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila"
4,6.0,5:00 PM - 6:00 PM,,,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
1,5.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
2,4.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
3,3.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
4,2.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
5,1.0,6:00 AM - 7:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
6,0.0,6:00 AM - 07:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
7,6.0,7:00 AM - 8:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
8,5.0,6:30 PM - 7:30 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
9,4.0,6:30 PM - 7:30 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
10,3.0,6:30 PM - 7:30 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
11,2.0,6:30 PM - 7:30 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
12,1.0,6:30 PM - 7:30 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
13,0.0,6:30 PM - 07:30 PM,,"Anticipated Mass, FB Live",Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
14,6.0,8:00 AM - 9:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
15,6.0,9:00 AM - 10:00 AM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
16,6.0,10:00 AM - 11:00 AM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
17,6.0,4:00 PM - 5:00 PM,,FB Live,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
18,6.0,5:00 PM - 6:00 PM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
19,6.0,6:00 PM - 7:00 PM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
20,6.0,7:00 PM - 8:00 PM,,,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
1,5.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
2,4.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
3,3.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
4,2.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
5,1.0,6:00 AM - 7:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
6,0.0,6:00 AM - 07:00 AM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
7,6.0,7:30 AM - 8:30 AM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
8,5.0,6:00 PM - 7:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
9,4.0,6:00 PM - 7:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
10,3.0,6:00 PM - 7:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
11,2.0,6:00 PM - 7:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
12,1.0,6:00 PM - 7:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
13,0.0,6:00 PM - 07:00 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
14,6.0,9:00 AM - 10:00 AM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
15,6.0,10:15 AM - 11:15 AM,,Ricass Chapel,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
16,6.0,12:30 PM - 1:30 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
17,6.0,4:30 PM - 5:30 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
18,6.0,6:00 PM - 7:00 PM,,FB Live,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
19,6.0,7:30 PM - 8:30 PM,,,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,,,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
1,5.0,6:30 AM - 7:30 AM,,,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
2,4.0,6:00 PM - 7:00 PM,,,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
3,3.0,6:00 PM - 7:00 PM,,FB Live,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
4,2.0,6:00 PM - 7:00 PM,,,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
5,1.0,6:00 PM - 7:00 PM,,FB Live,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
6,0.0,6:30 AM - 07:30 AM,,FB Live,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
7,6.0,8:00 AM - 9:00 AM,,FB Live,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
8,6.0,5:00 PM - 6:00 PM,,FB Live,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
9,6.0,6:30 PM - 7:30 PM,,,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
1,5.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
2,4.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
3,3.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
4,2.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
5,1.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
6,0.0,6:00 AM - 07:00 AM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
7,6.0,7:30 AM - 8:30 AM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
8,0.0,6:00 PM - 07:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
9,6.0,9:00 AM - 10:00 AM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
10,6.0,10:30 AM - 11:30 AM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
11,6.0,6:00 PM - 7:00 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
12,6.0,7:30 PM - 8:30 PM,,,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila"
0,6.0,6:00 AM - 7:00 AM,Tagalog,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
1,5.0,7:00 AM - 8:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
2,4.0,7:00 AM - 8:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
3,3.0,7:00 AM - 8:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
4,2.0,7:00 AM - 8:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
5,1.0,7:00 AM - 8:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
6,0.0,7:00 AM - 08:00 AM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
7,6.0,8:00 AM - 9:00 AM,Tagalog,FB Live,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
8,5.0,6:00 PM - 7:00 PM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
9,4.0,6:00 PM - 7:00 PM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
10,3.0,6:00 PM - 7:00 PM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
11,2.0,6:00 PM - 7:00 PM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
12,1.0,6:00 PM - 7:00 PM,,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
13,0.0,8:00 AM - 09:00 AM,,Children's Mass,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
14,6.0,9:30 AM - 10:30 AM,English,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
15,0.0,6:00 PM - 07:00 PM,,Anticipated Mass,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
16,6.0,12:30 PM - 1:30 PM,English,,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila"
